Date,Close,Volume
2020-02-26,4.8,75967
2020-02-25,4.88,79808
2020-02-24,4.99,73063
2020-02-21,4.93,59046
2020-02-20,4.83,61595
2020-02-19,4.69,54963
2020-02-18,4.78,66047
2020-02-17,4.58,65495
2020-02-14,4.35,40972
2020-02-13,4.37,44641
2020-02-12,4.47,57074
2020-02-11,4.39,42609
2020-02-10,4.33,32057
2020-02-07,4.28,49037
2020-02-06,4.23,49176
2020-02-05,4.18,67531
2020-02-04,3.99,69183
2020-02-03,4.07,12493
2020-01-23,4.52,50309
2020-01-22,4.64,75145
2020-01-21,4.72,162560
2020-01-20,5.24,30618
2020-01-17,5.24,29083
2020-01-16,5.29,21212
2020-01-15,5.35,51496
2020-01-14,5.49,35526
2020-01-13,5.55,41596
2020-01-10,5.61,54582
2020-01-09,5.67,104227
2020-01-08,5.52,64935
2020-01-07,5.65,91187
2020-01-06,5.47,89567
2020-01-03,5.62,97289
2020-01-02,5.47,52650
2019-12-31,5.31,32819
2019-12-30,5.32,50833
2019-12-27,5.41,36415
2019-12-26,5.41,23722
2019-12-25,5.42,33008
2019-12-24,5.47,28198
2019-12-23,5.36,34259
2019-12-20,5.42,37195
2019-12-19,5.5,30393
2019-12-18,5.47,52792
2019-12-17,5.53,71285
2019-12-16,5.37,49607
2019-12-13,5.26,47537
2019-12-12,5.28,92535
2019-12-11,5.19,16157
2019-12-10,5.2,15959
2019-12-09,5.19,21330
2019-12-06,5.19,14607
2019-12-05,5.18,18531
2019-12-04,5.12,15195
2019-12-03,5.11,16514
2019-12-02,5.06,16756
2019-11-29,5.02,21390
2019-11-28,4.98,26203
2019-11-27,5.1,14150
2019-11-26,5.11,10437
2019-11-25,5.1,13210
2019-11-22,5.11,22761
2019-11-21,5.05,20170
2019-11-20,5.1,18013
2019-11-19,5.16,24836
2019-11-18,5.02,22145
2019-11-15,4.91,16005
2019-11-14,5.01,15985
2019-11-13,5.0,12011
2019-11-12,5.06,15662
2019-11-11,5.04,23376
2019-11-08,5.17,16635
2019-11-07,5.2,14609
2019-11-06,5.21,17745
2019-11-05,5.24,30341
2019-11-04,5.28,31611
2019-11-01,5.31,20181
2019-10-31,5.27,30730
2019-10-30,5.36,32413
2019-10-29,5.46,38615
2019-10-28,5.58,60318
2019-10-25,5.41,27731
2019-10-24,5.34,32236
2019-10-23,5.34,31736
2019-10-22,5.41,28198
2019-10-21,5.4,28764
2019-10-18,5.39,44111
2019-10-17,5.5,42650
2019-10-16,5.55,56157
2019-10-15,5.63,76656
2019-10-14,5.8,66274
2019-10-11,5.7,46742
2019-10-10,5.73,52353
2019-10-09,5.69,57530
2019-10-08,5.64,68236
2019-09-30,5.65,159702
2019-09-27,6.05,243121
2019-09-26,6.32,417263
2019-09-25,6.62,113924
2019-09-24,6.02,45207
2019-09-23,5.94,19306
2019-09-20,6.02,24360
2019-09-19,6.0,22346
2019-09-18,5.93,22312
2019-09-17,5.95,35902
2019-09-16,6.1,41774
2019-09-12,6.1,31451
2019-09-11,6.06,32254
2019-09-10,6.13,40177
2019-09-09,6.15,59963
2019-09-06,5.94,27255
2019-09-05,5.95,35385
2019-09-04,5.88,25187
2019-09-03,5.83,23641
2019-09-02,5.8,29906
2019-08-30,5.64,23710
2019-08-29,5.78,13504
2019-08-28,5.83,17607
2019-08-27,5.79,19060
2019-08-26,5.69,17670
2019-08-23,5.76,17047
2019-08-22,5.77,17987
2019-08-21,5.76,22464
2019-08-20,5.75,28723
2019-08-19,5.74,31110
2019-08-16,5.58,22673
2019-08-15,5.53,19137
2019-08-14,5.53,28471
2019-08-13,5.5,21711
2019-08-12,5.58,27611
2019-08-09,5.55,16770
2019-08-08,5.6,14921
2019-08-07,5.56,15671
2019-08-06,5.55,32553
2019-08-05,5.77,17104
2019-08-02,5.81,30726
2019-08-01,5.95,18860
2019-07-31,5.97,15561
2019-07-30,6.01,19209
2019-07-29,6.0,13553
2019-07-26,6.0,23167
2019-07-25,6.03,28252
2019-07-24,6.06,46995
2019-07-23,5.97,33565
2019-07-22,6.0,50632
2019-07-19,6.08,46727
2019-07-18,6.12,72652
2019-07-17,6.28,118569
2019-07-16,6.04,21128
2019-07-15,6.04,33135
2019-07-12,6.0,17478
2019-07-11,5.98,18284
2019-07-10,5.96,18326
2019-07-09,5.98,24883
2019-07-08,5.98,46148
2019-07-05,6.25,25220
2019-07-04,6.27,30070
2019-07-03,6.26,30685
2019-07-02,6.36,40443
2019-07-01,6.34,55286
2019-06-28,6.14,55631
2019-06-27,6.34,51643
2019-06-26,6.43,59401
