Date,Close,Volume
2020-02-26,3.84,62854
2020-02-25,3.82,68923
2020-02-24,3.89,48341
2020-02-21,3.89,47124
2020-02-20,3.88,56224
2020-02-19,3.79,45071
2020-02-18,3.82,45741
2020-02-17,3.76,47790
2020-02-14,3.67,30609
2020-02-13,3.69,32884
2020-02-12,3.76,38456
2020-02-11,3.72,40961
2020-02-10,3.71,38777
2020-02-07,3.67,35045
2020-02-06,3.67,40188
2020-02-05,3.67,51391
2020-02-04,3.62,47339
2020-02-03,3.64,44123
2020-01-23,4.04,47414
2020-01-22,4.18,36159
2020-01-21,4.16,28327
2020-01-20,4.21,39177
2020-01-17,4.22,27004
2020-01-16,4.22,21379
2020-01-15,4.24,19073
2020-01-14,4.28,22110
2020-01-13,4.29,36594
2020-01-10,4.24,23153
2020-01-09,4.25,30351
2020-01-08,4.19,27798
2020-01-07,4.27,33879
2020-01-06,4.24,25164
2020-01-03,4.24,31084
2020-01-02,4.23,37856
2019-12-31,4.19,25397
2019-12-30,4.17,22392
2019-12-27,4.14,31594
2019-12-26,4.17,19259
2019-12-25,4.13,13117
2019-12-24,4.14,16780
2019-12-23,4.06,28601
2019-12-20,4.16,23742
2019-12-19,4.18,20611
2019-12-18,4.15,22879
2019-12-17,4.16,24507
2019-12-16,4.12,23542
2019-12-13,4.07,15768
2019-12-12,4.02,17073
2019-12-11,4.09,17462
2019-12-10,4.06,12559
2019-12-09,4.05,23444
2019-12-06,4.07,18680
2019-12-05,4.02,17637
2019-12-04,4.0,12962
2019-12-03,4.0,15748
2019-12-02,3.97,13824
2019-11-29,3.97,12416
2019-11-28,3.98,23859
2019-11-27,3.97,8788
2019-11-26,3.99,12865
2019-11-25,3.99,18962
2019-11-22,3.95,16123
2019-11-21,3.97,12506
2019-11-20,3.94,19621
2019-11-19,4.01,16051
2019-11-18,3.96,10738
2019-11-15,3.92,13775
2019-11-14,3.98,11701
2019-11-13,3.96,12906
2019-11-12,3.97,22201
2019-11-11,3.95,35002
2019-11-08,4.06,15648
2019-11-07,4.08,19597
2019-11-06,4.06,29175
2019-11-05,4.11,22032
2019-11-04,4.11,22220
2019-11-01,4.16,29979
2019-10-31,4.06,17409
2019-10-30,4.1,18282
2019-10-29,4.19,18124
2019-10-28,4.23,29343
2019-10-25,4.16,14462
2019-10-24,4.15,17403
2019-10-23,4.1,20817
2019-10-22,4.16,25380
2019-10-21,4.06,18868
2019-10-18,4.1,18696
2019-10-17,4.16,13283
2019-10-16,4.16,17422
2019-10-15,4.21,18259
2019-10-14,4.21,27501
2019-10-11,4.15,18146
2019-10-10,4.15,20102
2019-10-09,4.11,17486
2019-10-08,4.04,17717
2019-09-30,4.07,20518
2019-09-27,4.12,14752
2019-09-26,4.05,29297
2019-09-25,4.16,23877
2019-09-24,4.26,15657
2019-09-23,4.26,21347
2019-09-20,4.31,27843
2019-09-19,4.29,15503
2019-09-18,4.28,22006
2019-09-17,4.24,43890
2019-09-16,4.39,22499
2019-09-12,4.38,23479
2019-09-11,4.38,34082
2019-09-10,4.35,51764
2019-09-09,4.34,40157
2019-09-06,4.26,21007
2019-09-05,4.23,42950
2019-09-04,4.19,28930
2019-09-03,4.15,30262
2019-09-02,4.17,35261
2019-08-30,4.09,39612
2019-08-29,4.16,19151
2019-08-28,4.17,16498
2019-08-27,4.19,20156
2019-08-26,4.12,18091
2019-08-23,4.16,27628
2019-08-22,4.14,17378
2019-08-21,4.11,14589
2019-08-20,4.13,28119
2019-08-19,4.11,25635
2019-08-16,3.98,22192
2019-08-15,3.95,15279
2019-08-14,3.95,16352
2019-08-13,3.95,11728
2019-08-12,3.97,16661
2019-08-09,3.91,30925
2019-08-08,3.97,19358
2019-08-07,3.97,16924
2019-08-06,3.99,33659
2019-08-05,4.13,21172
2019-08-02,4.19,25182
2019-08-01,4.27,10830
2019-07-31,4.27,14277
2019-07-30,4.3,12370
2019-07-29,4.3,11312
2019-07-26,4.3,18987
2019-07-25,4.36,21006
2019-07-24,4.32,17269
2019-07-23,4.25,19621
2019-07-22,4.25,29581
2019-07-19,4.37,20228
2019-07-18,4.36,24047
2019-07-17,4.46,19071
2019-07-16,4.48,14508
2019-07-15,4.46,25405
2019-07-12,4.42,18160
2019-07-11,4.39,17387
2019-07-10,4.34,21856
2019-07-09,4.42,19484
2019-07-08,4.41,36357
2019-07-05,4.51,19610
2019-07-04,4.51,32918
2019-07-03,4.51,28544
2019-07-02,4.54,27175
2019-07-01,4.59,44518
2019-06-28,4.45,35835
2019-06-27,4.55,34761
