Date,Close,Volume
2020-02-26,16.96,328082
2020-02-25,16.87,254533
2020-02-24,16.75,213617
2020-02-21,16.77,270658
2020-02-20,16.87,345780
2020-02-19,16.36,171991
2020-02-18,16.5,164876
2020-02-17,16.66,209823
2020-02-14,16.26,116402
2020-02-13,16.18,148313
2020-02-12,16.49,176361
2020-02-11,16.5,204282
2020-02-10,16.5,222599
2020-02-07,16.43,371984
2020-02-06,16.74,673114
2020-02-05,17.07,371086
2020-02-04,15.52,226159
2020-02-03,14.71,245794
2020-01-23,16.33,135454
2020-01-22,17.04,112934
2020-01-21,17.09,153841
2020-01-20,17.13,98970
2020-01-17,16.8,52811
2020-01-16,16.88,53798
2020-01-15,16.99,62411
2020-01-14,16.98,71283
2020-01-13,17.1,83975
2020-01-10,16.94,76248
2020-01-09,16.9,88346
2020-01-08,16.65,133337
2020-01-07,17.09,102743
2020-01-06,17.01,151309
2020-01-03,17.11,198117
2020-01-02,16.99,232796
2019-12-31,16.53,84937
2019-12-30,16.58,166382
2019-12-27,16.06,81830
2019-12-26,16.2,67211
2019-12-25,15.98,49939
2019-12-24,16.01,44867
2019-12-23,15.9,86925
2019-12-20,16.31,93311
2019-12-19,16.32,59409
2019-12-18,16.33,114069
2019-12-17,16.39,187062
2019-12-16,16.09,102495
2019-12-13,15.99,121632
2019-12-12,15.64,31420
2019-12-11,15.64,30462
2019-12-10,15.67,26285
2019-12-09,15.69,36422
2019-12-06,15.7,33992
2019-12-05,15.67,37641
2019-12-04,15.48,22280
2019-12-03,15.56,24274
2019-12-02,15.48,27632
2019-11-29,15.45,29062
2019-11-28,15.35,22540
2019-11-27,15.34,44936
2019-11-26,15.29,70560
2019-11-25,15.66,41002
2019-11-22,15.47,43152
2019-11-21,15.57,21936
2019-11-20,15.5,32234
2019-11-19,15.7,32446
2019-11-18,15.51,25183
2019-11-15,15.35,32270
2019-11-14,15.53,28243
2019-11-13,15.5,34128
2019-11-12,15.65,36783
2019-11-11,15.6,61187
2019-11-08,16.03,55338
2019-11-07,16.08,43773
2019-11-06,15.98,43567
2019-11-05,16.1,75168
2019-11-04,16.0,60123
2019-11-01,15.99,46859
2019-10-31,15.76,36355
2019-10-30,15.72,35293
2019-10-29,15.89,37585
2019-10-28,16.08,71527
2019-10-25,15.9,40438
2019-10-24,15.79,31162
2019-10-23,15.65,29118
2019-10-22,15.69,32081
2019-10-21,15.58,31107
2019-10-18,15.55,41669
2019-10-17,15.81,40193
2019-10-16,15.92,33064
2019-10-15,15.98,42490
2019-10-14,16.03,83787
2019-10-11,15.79,49132
2019-10-10,15.68,37768
2019-10-09,15.59,29663
2019-10-08,15.52,35409
2019-09-30,15.4,36391
2019-09-27,15.53,43962
2019-09-26,15.51,53904
2019-09-25,15.6,49670
2019-09-24,15.8,68061
2019-09-23,15.84,84415
2019-09-20,16.14,56080
2019-09-19,16.18,47279
2019-09-18,16.07,60758
2019-09-17,16.13,95045
2019-09-16,16.55,99450
2019-09-12,16.68,75661
2019-09-11,16.64,107535
2019-09-10,16.57,90021
2019-09-09,16.6,103485
2019-09-06,16.52,88111
2019-09-05,16.46,199877
2019-09-04,16.18,86865
2019-09-03,15.94,76727
2019-09-02,16.09,77461
2019-08-30,15.84,55032
2019-08-29,15.98,46860
2019-08-28,16.02,53354
2019-08-27,16.2,103608
2019-08-26,15.84,66688
2019-08-23,15.9,41724
2019-08-22,15.88,31662
2019-08-21,15.86,38123
2019-08-20,15.98,64407
2019-08-19,16.12,75312
2019-08-16,15.6,51565
2019-08-15,15.55,40512
2019-08-14,15.46,33833
2019-08-13,15.38,29927
2019-08-12,15.45,35852
2019-08-09,15.29,39850
2019-08-08,15.38,38619
2019-08-07,15.2,33145
2019-08-06,15.2,88317
2019-08-05,15.57,47017
2019-08-02,15.8,73838
2019-08-01,16.21,44025
2019-07-31,16.4,37184
2019-07-30,16.5,51090
2019-07-29,16.36,58228
2019-07-26,16.66,28917
2019-07-25,16.72,46935
2019-07-24,16.6,45815
2019-07-23,16.42,32335
2019-07-22,16.42,46061
2019-07-19,16.58,44715
2019-07-18,16.48,35638
2019-07-17,16.65,37755
2019-07-16,16.67,35685
2019-07-15,16.71,69069
2019-07-12,16.43,34905
2019-07-11,16.35,39264
2019-07-10,16.24,33427
2019-07-09,16.27,29866
2019-07-08,16.2,69631
2019-07-05,16.7,40255
2019-07-04,16.58,40370
2019-07-03,16.56,48309
2019-07-02,16.77,52316
2019-07-01,16.81,92774
2019-06-28,16.39,73952
2019-06-27,16.61,73855
2019-06-26,16.53,42351
2019-06-25,16.7,75654
2019-06-24,16.76,69414
2019-06-21,16.82,95159
2019-06-20,16.85,137749
2019-06-19,16.47,119369
2019-06-18,16.51,123128
2019-06-17,16.25,79611
2019-06-14,15.8,47438
2019-06-13,16.2,33606
2019-06-12,16.11,41833
2019-06-11,16.28,76903
2019-06-10,15.68,51461
2019-06-06,15.75,74449
2019-06-05,16.14,41683
2019-06-04,16.13,42218
2019-06-03,16.18,51780
2019-05-31,16.19,35951
2019-05-30,16.24,52443
2019-05-29,16.45,38012
2019-05-28,16.5,44626
2019-05-27,16.59,62643
2019-05-24,16.21,26720
2019-05-23,16.17,52105
2019-05-22,16.33,41194
2019-05-21,16.46,59027
2019-05-20,16.2,66756
2019-05-17,16.38,83724
2019-05-16,16.96,71721
2019-05-15,16.87,62312
2019-05-14,16.6,55476
2019-05-13,16.73,70052
2019-05-10,17.02,108381
2019-05-09,16.62,74844
2019-05-08,16.84,80765
2019-05-07,17.04,111581
2019-05-06,16.82,207949
2019-04-30,18.28,112799
2019-04-29,17.88,113078
2019-04-26,18.04,99537
2019-04-25,18.19,140071
2019-04-24,18.92,80043
2019-04-23,18.86,113444
2019-04-22,18.95,144505
2019-04-19,19.39,120450
2019-04-18,19.32,126840
2019-04-17,19.41,257753
2019-04-16,19.4,318594
2019-04-15,18.45,161596
2019-04-12,18.27,84126
2019-04-11,18.42,133928
2019-04-10,19.01,192581
2019-04-09,18.73,122171
2019-04-08,18.85,253725
2019-04-04,18.99,253126
2019-04-03,18.8,206448
2019-04-02,18.52,155405
2019-04-01,18.57,212351
2019-03-29,18.21,165054
2019-03-28,17.44,75024
2019-03-27,17.69,94720
2019-03-26,17.57,131123
2019-03-25,18.07,121323
2019-03-22,18.55,137607
2019-03-21,18.65,197583
2019-03-20,18.43,138946
2019-03-19,18.39,114225
2019-03-18,18.48,147845
2019-03-15,18.0,122135
2019-03-14,17.82,146554
2019-03-13,18.25,182048
2019-03-12,18.5,230768
2019-03-11,18.36,207571
2019-03-08,17.64,339706
2019-03-07,18.98,364726
2019-03-06,19.0,341993
2019-03-05,18.47,179797
2019-03-04,18.41,361562
2019-03-01,18.29,225661
2019-02-28,17.97,197740
2019-02-27,18.24,324213
2019-02-26,18.6,493438
2019-02-25,19.4,614086
2019-02-22,17.64,315746
2019-02-21,16.39,156183
2019-02-20,16.34,86948
2019-02-19,16.42,168579
2019-02-18,16.32,130772
2019-02-15,15.66,76159
2019-02-14,15.85,96943
2019-02-13,15.84,116371
2019-02-12,15.52,91702
2019-02-11,15.35,76519
2019-02-01,15.14,56025
2019-01-31,14.74,39025
2019-01-30,14.69,42735
2019-01-29,14.87,46121
2019-01-28,15.04,53158
2019-01-25,15.13,34186
2019-01-24,15.1,44049
2019-01-23,15.02,20355
2019-01-22,15.02,45290
2019-01-21,15.17,70780
2019-01-18,15.08,50108
2019-01-17,14.95,37965
2019-01-16,15.06,50609
2019-01-15,15.04,63333
2019-01-14,14.8,31546
2019-01-11,14.91,29367
2019-01-10,14.8,44329
2019-01-09,14.93,72321
2019-01-08,14.86,57631
2019-01-07,15.0,84693
2019-01-04,15.06,99043
2019-01-03,14.42,33625
2019-01-02,14.37,32921
2018-12-28,14.43,31997
2018-12-27,14.41,33960
2018-12-26,14.52,22139
2018-12-25,14.55,35924
2018-12-24,14.62,21727
2018-12-21,14.5,29887
2018-12-20,14.63,34412
2018-12-19,14.65,27501
2018-12-18,14.77,32271
2018-12-17,14.92,47488
2018-12-14,14.89,108797
2018-12-13,15.23,75748
2018-12-12,15.12,40884
2018-12-11,15.06,42446
2018-12-10,14.95,49431
2018-12-07,15.11,31267
2018-12-06,15.08,109440
2018-12-05,15.5,87183
2018-12-04,15.96,41005
2018-12-03,15.92,57287
2018-11-30,15.52,25814
2018-11-29,15.42,36112
2018-11-28,15.74,38168
2018-11-27,15.54,24996
2018-11-26,15.51,35553
2018-11-23,15.55,55816
2018-11-22,16.05,40030
2018-11-21,16.18,53505
2018-11-20,16.09,102933
2018-11-19,16.74,97873
2018-11-16,16.5,126312
2018-11-15,16.07,66581
2018-11-14,15.76,50889
2018-11-13,15.88,82799
2018-11-12,15.61,38109
2018-11-09,15.26,27260
2018-11-08,15.42,34190
2018-11-07,15.53,55039
2018-11-06,15.67,49123
2018-11-05,15.61,62504
2018-11-02,15.74,79456
2018-11-01,15.38,99102
2018-10-31,15.36,60679
2018-10-30,15.32,78192
2018-10-29,14.84,36394
2018-10-26,14.96,44514
2018-10-25,15.16,58772
2018-10-24,15.02,77774
2018-10-23,14.88,110067
2018-10-22,15.42,153366
2018-10-19,14.09,37886
2018-10-18,13.79,31476
2018-10-17,14.13,40116
2018-10-16,14.04,50120
2018-10-15,14.42,39585
2018-10-12,14.58,44867
2018-10-11,14.67,76438
2018-10-10,15.9,20381
2018-10-09,15.87,21665
2018-10-08,15.84,41711
2018-09-28,16.42,23941
2018-09-27,16.31,21784
2018-09-26,16.41,37295
2018-09-25,16.3,24620
2018-09-21,16.4,33044
2018-09-20,16.15,20167
2018-09-19,16.22,30362
2018-09-18,16.04,27597
2018-09-17,15.83,19108
2018-09-14,16.0,14245
2018-09-13,16.01,19857
2018-09-12,15.89,17624
2018-09-11,15.86,19196
2018-09-10,15.87,28113
2018-09-07,16.12,17992
2018-09-06,16.14,23573
2018-09-05,16.26,27548
2018-09-04,16.48,27955
2018-09-03,16.37,27015
2018-08-31,16.4,23973
2018-08-30,16.53,40296
2018-08-29,16.85,18492
2018-08-28,16.89,24788
2018-08-27,16.95,32971
2018-08-24,16.74,18479
2018-08-23,16.75,19359
2018-08-22,16.7,16357
2018-08-21,16.77,21422
2018-08-20,16.6,17528
2018-08-17,16.5,19699
2018-08-16,16.66,23479
2018-08-15,16.72,22797
2018-08-14,16.94,21391
2018-08-13,16.91,23864
2018-08-10,16.97,20904
2018-08-09,16.93,29027
2018-08-08,16.67,24147
2018-08-07,16.87,32210
2018-08-06,16.52,32829
2018-08-03,16.7,23313
2018-08-02,16.73,56448
2018-08-01,17.07,39837
2018-07-31,17.38,18412
