Date,Close,Volume
2020-02-26,78.5,97471
2020-02-25,79.55,147485
2020-02-24,81.11,119738
2020-02-21,82.69,95310
2020-02-20,82.77,177958
2020-02-19,79.03,152591
2020-02-18,77.7,86255
2020-02-17,78.22,113169
2020-02-14,77.72,80650
2020-02-13,77.5,129125
2020-02-12,77.49,136896
2020-02-11,77.4,216261
2020-02-10,73.72,172087
2020-02-07,74.76,176716
2020-02-06,73.89,183770
2020-02-05,72.4,306887
2020-02-04,72.12,431005
2020-02-03,74.39,44408
2020-01-23,82.65,187863
2020-01-22,87.51,86195
2020-01-21,87.26,156729
2020-01-20,90.59,108568
2020-01-17,91.8,53572
2020-01-16,92.65,49949
2020-01-15,92.34,89072
2020-01-14,92.07,89733
2020-01-13,93.03,189761
2020-01-10,90.5,214658
2020-01-09,87.5,176764
2020-01-08,84.85,72143
2020-01-07,86.0,91843
2020-01-06,85.62,87201
2020-01-03,85.79,124658
2020-01-02,85.45,167342
2019-12-31,86.68,146040
2019-12-30,85.73,241782
2019-12-27,81.71,111348
2019-12-26,80.73,68185
2019-12-25,80.86,85526
2019-12-24,82.05,39666
2019-12-23,81.61,63096
2019-12-20,82.15,50542
2019-12-19,82.0,57788
2019-12-18,82.5,74746
2019-12-17,83.04,105818
2019-12-16,81.6,74904
2019-12-13,82.0,98037
2019-12-12,80.49,58571
2019-12-11,80.89,59489
2019-12-10,81.93,72107
2019-12-09,82.36,60485
2019-12-06,82.59,96845
2019-12-05,81.49,66886
2019-12-04,81.72,80857
2019-12-03,80.36,100709
2019-12-02,81.74,75923
2019-11-29,81.75,145707
2019-11-28,84.5,74448
2019-11-27,85.83,75024
2019-11-26,85.3,92817
2019-11-25,84.35,97492
2019-11-22,84.2,141108
2019-11-21,87.48,77192
2019-11-20,87.0,136274
2019-11-19,85.52,63523
2019-11-18,85.06,71398
2019-11-15,85.21,73080
2019-11-14,86.46,100322
2019-11-13,86.45,84661
2019-11-12,85.23,57220
2019-11-11,85.0,64664
2019-11-08,85.62,93953
2019-11-07,84.91,68012
2019-11-06,84.86,105634
2019-11-05,86.75,97450
2019-11-04,87.4,133455
2019-11-01,88.2,118793
2019-10-31,87.2,141396
2019-10-30,85.8,64228
2019-10-29,85.83,113877
2019-10-28,84.88,93223
2019-10-25,83.0,75579
2019-10-24,81.75,105885
2019-10-23,84.0,58252
2019-10-22,85.1,77254
2019-10-21,83.57,89056
2019-10-18,84.5,81409
2019-10-17,86.12,55203
2019-10-16,85.82,144397
2019-10-15,88.33,111415
2019-10-14,87.66,81706
2019-10-11,87.67,93824
2019-10-10,86.68,113781
2019-10-09,87.48,76350
2019-10-08,88.25,123142
2019-09-30,85.22,93619
2019-09-27,87.22,110956
2019-09-26,87.74,85119
2019-09-25,88.01,77931
2019-09-24,88.5,133259
2019-09-23,87.65,84681
2019-09-20,89.0,145086
2019-09-19,88.7,144514
2019-09-18,90.2,187945
2019-09-17,87.82,130675
2019-09-16,86.79,171898
2019-09-12,88.89,152095
2019-09-11,87.51,251297
2019-09-10,92.7,90932
2019-09-09,93.25,121479
2019-09-06,94.03,104559
2019-09-05,94.5,118735
2019-09-04,94.25,138510
2019-09-03,96.16,133995
2019-09-02,98.07,156965
2019-08-30,96.88,170290
2019-08-29,92.28,169993
2019-08-28,88.85,95022
2019-08-27,89.25,111219
2019-08-26,86.87,91024
2019-08-23,88.69,103117
2019-08-22,87.66,135327
2019-08-21,86.6,99167
2019-08-20,86.3,92064
2019-08-19,86.2,113099
2019-08-16,86.0,128171
2019-08-15,84.28,129032
2019-08-14,83.52,175948
2019-08-13,79.2,55968
2019-08-12,79.63,128090
2019-08-09,77.38,98203
2019-08-08,79.3,68231
2019-08-07,77.99,67172
2019-08-06,78.9,117677
2019-08-05,77.31,103437
2019-08-02,79.81,92884
